City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,ha'il,27.5219,41.6907,30.01,19,0,2.06,SA,2024-08-08 22:53:31
290,marco island,25.9363,-81.7157,31.13,79,98,4.97,US,2024-08-08 22:53:32
291,kharp,66.8014,65.8081,7.37,86,7,1.14,RU,2024-08-08 22:53:33
292,arica,-18.475,-70.3042,16.75,72,100,3.6,CL,2024-08-08 22:53:34
293,concordia,-31.393,-58.0209,7.66,90,100,4.92,AR,2024-08-08 22:53:36
294,holdenville,35.0804,-96.3992,34.28,38,100,4.78,US,2024-08-08 22:53:37
295,nagato,34.3833,131.2,30.11,70,73,0.77,JP,2024-08-08 22:53:38
296,kapit,2.0167,112.9333,22.51,99,100,0.56,MY,2024-08-08 22:53:40
297,puerto deseado,-47.7503,-65.8938,7.6,58,100,5.31,AR,2024-08-08 22:53:41
298,vernon,50.2581,-119.2691,34.05,22,0,1.03,CA,2024-08-08 22:53:42
299,saskatoon,52.1168,-106.6345,18.99,39,75,3.09,CA,2024-08-08 22:53:44
300,mata de sao joao,-12.5303,-38.2992,21.86,96,63,1.18,BR,2024-08-08 22:53:45
301,mount isa,-20.7333,139.5,17.87,39,0,3.09,AU,2024-08-08 22:53:46
302,vetlanda,57.4289,15.0776,12.81,93,45,1.83,SE,2024-08-08 22:53:47
303,ilha de mocambique,-15.0342,40.7358,23.68,77,0,1.77,MZ,2024-08-08 22:53:49
304,hangal,14.7667,75.1333,21.17,98,98,2.53,IN,2024-08-08 22:53:50
305,axim,4.8699,-2.2405,23.06,90,87,3.7,GH,2024-08-08 22:53:51
306,alibag,18.6411,72.8792,26.04,84,100,2.24,IN,2024-08-08 22:53:53
307,itaituba,-4.2761,-55.9836,28.82,35,0,0.99,BR,2024-08-08 22:53:54
308,bertoua,4.5833,13.6833,20.04,90,93,1.38,CM,2024-08-08 22:53:55
309,ad dawadimi,24.5077,44.3924,30.64,10,15,3.46,SA,2024-08-08 22:53:57
310,durango,24.8333,-104.8333,28.1,30,64,2.48,MX,2024-08-08 22:51:19
311,yigo village,13.5361,144.8886,29.3,83,0,2.57,GU,2024-08-08 22:53:59
312,magadan,59.5667,150.8,13.95,83,98,1.01,RU,2024-08-08 22:54:00
313,bikin,46.8161,134.26,22.69,89,13,1.53,RU,2024-08-08 22:54:02
314,faya-largeau,17.9257,19.1043,25.84,79,100,1.57,TD,2024-08-08 22:54:03
315,general cabrera,-32.8131,-63.8724,3.35,37,20,4.58,AR,2024-08-08 22:54:04
316,northam,51.0333,-4.2167,18.55,98,100,8.66,GB,2024-08-08 22:54:06
317,martapura,-3.4167,114.85,24.05,100,20,1.03,ID,2024-08-08 22:54:07
318,desna,50.9273,30.7605,17.57,64,99,1.77,UA,2024-08-08 22:54:08
319,fort mcmurray,56.7268,-111.381,25.77,27,0,2.06,CA,2024-08-08 22:54:09
320,berezovo,63.9381,65.0419,8.89,82,50,2.31,RU,2024-08-08 22:54:11
321,la'ie,21.6477,-157.9253,30.98,70,23,5.26,US,2024-08-08 22:54:12
322,tome,-36.6167,-72.95,11.34,76,4,1.98,CL,2024-08-08 22:54:13
323,concepcion,-36.827,-73.0498,11.89,71,0,2.57,CL,2024-08-08 22:54:15
324,mandimba,-14.3548,35.6515,18.17,46,2,0.03,MZ,2024-08-08 22:54:16
325,puerto maldonado,-12.6,-69.1833,25.22,78,0,2.06,PE,2024-08-08 22:54:17
326,severo-yeniseyskiy,60.3725,93.0408,12.03,91,98,0.13,RU,2024-08-08 22:54:19
327,urengoy,65.9667,78.3667,7.74,79,85,5.71,RU,2024-08-08 22:54:20
328,alaghsas,17.0187,8.0168,31.05,47,100,7.46,NE,2024-08-08 22:54:21
329,wynyard,-41.0,145.7167,9.75,87,27,2.51,AU,2024-08-08 22:54:22
330,belidzhi,41.8918,48.4125,25.71,56,53,1.66,RU,2024-08-08 22:54:24
331,balabac,7.9868,117.0645,26.89,80,82,1.12,PH,2024-08-08 22:54:26
332,ust'-ilimsk,58.0006,102.6619,14.47,95,46,2.62,RU,2024-08-08 22:54:28
333,muskegon,43.3,-86.1334,25.7,68,40,4.12,US,2024-08-08 22:54:29
334,acarau,-2.8856,-40.12,25.22,82,34,7.24,BR,2024-08-08 22:54:30
335,alta,69.9689,23.2717,18.59,64,0,12.96,NO,2024-08-08 22:54:31
336,viedma,-40.8135,-62.9967,5.45,56,0,3.84,AR,2024-08-08 22:54:33
337,dunedin,-45.8742,170.5036,9.89,66,27,0.45,NZ,2024-08-08 22:52:32
338,yaren,-0.5472,166.916,28.31,69,100,3.23,NR,2024-08-08 22:54:35
339,linhares,-19.3911,-40.0722,22.25,70,22,3.51,BR,2024-08-08 22:54:37
340,vila franca do campo,37.7167,-25.4333,22.23,78,0,1.87,PT,2024-08-08 22:54:38
341,nueva gerona,21.8833,-82.8,31.07,60,33,0.91,CU,2024-08-08 22:54:39
342,lata,40.1629,-8.3327,14.21,97,2,0.86,PT,2024-08-08 22:54:40
343,illizi,26.4833,8.4667,34.89,16,0,5.95,DZ,2024-08-08 22:54:42
344,kontagora,10.3999,5.4695,22.63,92,93,1.74,NG,2024-08-08 22:54:43
345,twon-brass,4.3151,6.2418,25.01,85,70,5.2,NG,2024-08-08 22:54:44
346,kampong cham,11.9934,105.4635,26.07,89,20,2.68,KH,2024-08-08 22:54:46
347,eirunepe,-6.6603,-69.8736,29.26,47,65,0.77,BR,2024-08-08 22:54:48
348,gillette,44.2911,-105.5022,15.62,58,100,4.63,US,2024-08-08 22:53:24
349,praia,14.9215,-23.5087,27.3,74,75,4.63,CV,2024-08-08 22:54:51
350,galliano,29.4422,-90.2992,35.56,49,75,4.63,US,2024-08-08 22:54:52
351,changli,39.7042,119.1506,25.39,84,100,0.26,CN,2024-08-08 22:54:53
352,severnoye,56.3491,78.3619,8.86,95,85,2.88,RU,2024-08-08 22:54:55
353,malvan,16.0667,73.4667,25.95,85,98,1.46,IN,2024-08-08 22:54:56
354,al jahra',29.3375,47.6581,38.68,15,2,6.47,KW,2024-08-08 22:54:57
355,puerto santa,-8.9906,-78.6456,17.69,80,67,5.65,PE,2024-08-08 22:55:01
356,miracema do tocantins,-9.5618,-48.3967,28.23,23,0,1.41,BR,2024-08-08 22:55:03
357,lyantor,61.6195,72.1555,11.09,71,100,4.47,RU,2024-08-08 22:55:04
358,bartica,6.4,-58.6167,24.62,97,95,0.96,GY,2024-08-08 22:55:05
359,amla,21.9333,78.1167,20.56,98,97,1.99,IN,2024-08-08 22:55:06
360,tual,-5.6667,132.75,25.11,82,55,9.94,ID,2024-08-08 22:55:08
361,maumere,-8.6199,122.2111,25.37,77,51,2.79,ID,2024-08-08 22:55:09
362,kendari,-3.945,122.4989,22.77,89,68,0.85,ID,2024-08-08 22:55:10
363,okha,53.5739,142.9478,13.17,89,69,3.15,RU,2024-08-08 22:55:12
364,east london,-33.0153,27.9116,16.39,83,0,2.41,ZA,2024-08-08 22:55:13
365,kasese,0.1833,30.0833,22.52,67,43,1.58,UG,2024-08-08 22:55:14
366,mthatha,-31.5889,28.7844,15.31,36,1,2.57,ZA,2024-08-08 22:55:16
367,flying fish cove,-10.4217,105.6791,24.82,88,100,6.69,CX,2024-08-08 22:55:17
368,cadale,2.7603,46.3222,24.76,84,100,7.53,SO,2024-08-08 22:55:18
369,benghazi,32.1167,20.0667,27.55,73,0,6.02,LY,2024-08-08 22:55:19
370,bikenibeu village,1.3673,173.1241,30.98,70,40,3.6,KI,2024-08-08 22:55:21
371,saint-pierre,-21.3393,55.4781,20.82,68,0,4.12,RE,2024-08-08 22:55:22
372,trairi,-3.2778,-39.2689,25.02,82,6,5.2,BR,2024-08-08 22:55:23
373,prado,-17.3411,-39.2208,22.37,72,0,3.98,BR,2024-08-08 22:55:25
374,san ignacio de velasco,-16.3667,-60.95,15.22,75,92,5.23,BO,2024-08-08 22:55:26
375,lesozavodsk,45.4794,133.4244,22.46,89,10,3.12,RU,2024-08-08 22:55:27
376,chibougamau,49.9168,-74.3659,20.79,56,100,3.09,CA,2024-08-08 22:55:29
377,mayuge,0.4597,33.4803,18.91,78,89,1.51,UG,2024-08-08 22:55:30
378,santa elena de uairen,4.6167,-61.1333,20.33,88,65,0.52,VE,2024-08-08 22:55:31
379,amga,60.8953,131.9608,17.17,61,17,0.6,RU,2024-08-08 22:55:34
380,ar rutbah,33.0381,40.2848,30.0,23,0,4.86,IQ,2024-08-08 22:55:35
381,guanhaes,-18.775,-42.9325,17.26,72,43,1.9,BR,2024-08-08 22:55:36
382,minot air force base,48.4209,-101.3391,19.05,42,75,6.69,US,2024-08-08 22:55:38
383,smithers,54.7804,-127.1743,32.18,17,40,3.09,CA,2024-08-08 22:55:39
384,chalus,36.655,51.4204,23.7,88,75,0.0,IR,2024-08-08 22:55:40
385,nuuk,64.1835,-51.7216,5.34,87,100,3.09,GL,2024-08-08 22:53:21
386,porto novo,6.4965,2.6036,24.9,82,17,2.94,BJ,2024-08-08 22:55:43
387,tenenkou,14.4572,-4.9169,25.21,84,95,4.0,ML,2024-08-08 22:55:44
388,gijang,35.2442,129.2139,24.85,73,95,1.25,KR,2024-08-08 22:55:45
389,sakaiminato,35.55,133.2333,26.99,89,75,2.06,JP,2024-08-08 22:55:47
390,dryden,49.7833,-92.7503,12.16,94,100,4.12,CA,2024-08-08 22:55:48
391,sumbawa besar,-8.5,117.4333,21.39,84,0,1.97,ID,2024-08-08 22:55:49
392,nova vicosa,-17.8919,-39.3719,21.75,74,0,3.76,BR,2024-08-08 22:55:51
393,curvelo,-18.7564,-44.4308,22.42,35,1,0.64,BR,2024-08-08 22:55:53
394,mariental,-24.6333,17.9667,11.66,23,0,3.76,NA,2024-08-08 22:55:54
395,cowra,-33.8333,148.6833,11.78,73,85,0.48,AU,2024-08-08 22:55:56
396,crane,31.3974,-102.3501,39.56,14,0,5.97,US,2024-08-08 22:55:57
397,altai,46.3722,96.2583,13.14,55,100,1.35,MN,2024-08-08 22:55:58
398,mirpur sakro,24.5474,67.6277,28.06,84,54,6.2,PK,2024-08-08 22:56:00
399,buenaventura,3.8801,-77.0312,25.0,92,78,1.26,CO,2024-08-08 22:56:01
400,langepas,61.2544,75.2124,11.01,74,100,3.79,RU,2024-08-08 22:56:03
401,kavieng,-2.5744,150.7967,28.4,73,24,2.26,PG,2024-08-08 22:56:05
402,selkirk,50.1436,-96.8845,19.08,63,98,4.47,CA,2024-08-08 22:56:06
403,ivdel',60.6911,60.4206,8.53,84,37,1.76,RU,2024-08-08 22:56:07
404,atbara,17.7022,33.9864,30.44,54,38,3.48,SD,2024-08-08 22:56:09
405,saudarkrokur,65.7461,-19.6394,6.73,92,100,1.79,IS,2024-08-08 22:56:10
406,oranjemund,-28.55,16.4333,14.48,65,0,9.28,NA,2024-08-08 22:56:11
407,essaouira,31.5125,-9.77,22.72,78,0,4.63,MA,2024-08-08 22:56:13
408,bir el ater,34.7449,8.0602,25.89,41,0,3.03,DZ,2024-08-08 22:56:14
409,soledade,-28.8183,-52.5103,7.28,96,75,1.73,BR,2024-08-08 22:56:15
410,kanda,33.7833,130.9833,30.14,84,75,0.51,JP,2024-08-08 22:56:17
411,magugu,-4.0167,35.7667,17.06,68,61,1.67,TZ,2024-08-08 22:56:18
412,coquimbo,-29.9533,-71.3436,13.85,61,0,4.12,CL,2024-08-08 22:56:19
413,mahina,-17.5065,-149.489,27.87,74,20,6.69,PF,2024-08-08 22:56:20
414,grand-lahou,5.1367,-5.0242,23.3,88,94,3.02,CI,2024-08-08 22:56:22
415,mstsislaw,54.0192,31.7257,13.57,91,71,3.07,BY,2024-08-08 22:56:23
416,kas,36.2018,29.6377,27.65,65,0,1.43,TR,2024-08-08 22:56:24
417,atafu village,-8.5421,-172.5159,28.36,76,96,7.8,TK,2024-08-08 22:56:26
418,hamilton,39.1834,-84.5333,29.69,66,20,4.12,US,2024-08-08 22:56:27
419,muli,2.9167,73.5667,27.5,74,82,2.94,MV,2024-08-08 22:56:28
420,tsengel,49.4783,100.8894,13.84,76,100,2.05,MN,2024-08-08 22:56:30
421,pangkalanbuun,-2.6833,111.6167,22.75,100,100,0.9,ID,2024-08-08 22:56:31
422,taoudenni,22.6783,-3.9836,40.26,7,26,6.24,ML,2024-08-08 22:56:32
423,talas,38.6908,35.5538,20.37,49,0,2.06,TR,2024-08-08 22:56:33
424,port macquarie,-31.4333,152.9167,13.93,80,100,1.34,AU,2024-08-08 22:56:35
425,kone,-21.0595,164.8658,25.63,47,4,1.55,NC,2024-08-08 22:56:36
426,tazacorte,28.629,-17.9293,24.53,75,40,6.17,ES,2024-08-08 22:56:37
427,nkove,-7.95,30.85,23.45,50,91,2.22,TZ,2024-08-08 22:56:39
428,kasongo-lunda,-6.4667,16.8167,23.64,35,66,1.64,CD,2024-08-08 22:56:40
429,uttarkashi,30.7333,78.45,18.84,96,100,0.24,IN,2024-08-08 22:56:41
430,margate,51.3813,1.3862,19.39,85,100,0.89,GB,2024-08-08 22:56:42
431,usinsk,65.9939,57.5281,9.12,78,2,3.66,RU,2024-08-08 22:56:44
432,vizinga,61.0749,50.1031,12.74,85,100,1.85,RU,2024-08-08 22:56:45
433,chokwe,-24.5333,32.9833,20.22,57,0,3.24,MZ,2024-08-08 22:56:46
434,guenes,43.2167,-3.0833,20.43,79,100,0.0,ES,2024-08-08 22:56:48
435,mirialguda,16.8667,79.5833,25.19,86,94,2.58,IN,2024-08-08 22:56:49
436,nieuw amsterdam,5.8833,-55.0833,28.09,89,20,0.0,SR,2024-08-08 22:56:50
437,remetea,46.7833,25.45,15.11,82,1,0.5,RO,2024-08-08 22:56:51
438,sorong,-0.8833,131.25,25.42,91,64,4.86,ID,2024-08-08 22:56:53
439,aswan,24.0934,32.907,34.61,40,0,2.57,EG,2024-08-08 22:56:54
440,arraial do cabo,-22.9661,-42.0278,21.98,94,0,1.54,BR,2024-08-08 22:56:55
441,igrim,63.1906,64.4162,8.12,88,3,1.7,RU,2024-08-08 22:56:57
442,praya,14.9215,-23.5087,27.3,74,75,4.63,CV,2024-08-08 22:56:58
443,prince albert,53.2001,-105.7677,20.97,37,40,2.57,CA,2024-08-08 22:56:59
444,hashtpar,37.8008,48.9037,25.08,68,0,0.68,IR,2024-08-08 22:57:00
445,caleta de carquin,-11.0925,-77.6267,17.6,81,59,4.17,PE,2024-08-08 22:57:02
446,codrington,-38.2667,141.9667,8.92,90,20,4.4,AU,2024-08-08 22:57:03
447,maragogi,-9.0122,-35.2225,23.64,77,41,3.59,BR,2024-08-08 22:57:04
448,morondava,-20.2833,44.2833,20.46,94,2,2.78,MG,2024-08-08 22:57:06
449,uruguaiana,-29.7547,-57.0883,8.01,61,100,7.89,BR,2024-08-08 22:55:37
450,san matias,-16.3667,-58.4,20.62,65,28,5.62,BO,2024-08-08 22:57:09
451,boysun,38.2061,67.1986,24.85,20,0,2.12,UZ,2024-08-08 22:57:11
452,kani keli,-12.9536,45.1033,21.59,72,1,2.08,YT,2024-08-08 22:57:12
453,magistral'nyy,56.1725,107.4458,15.17,89,21,0.68,RU,2024-08-08 22:57:13
454,luang prabang,19.8856,102.1347,22.39,99,75,0.74,LA,2024-08-08 22:57:15
455,pleasanton,37.6624,-121.8747,31.94,50,16,3.58,US,2024-08-08 22:56:04
456,rikaze,29.25,88.8833,7.95,88,100,1.5,CN,2024-08-08 22:57:17
457,tazovsky,67.4667,78.7,5.07,87,31,5.25,RU,2024-08-08 22:57:18
458,saldanha,-33.0117,17.9442,14.03,85,81,11.87,ZA,2024-08-08 22:57:21
459,kralendijk,12.15,-68.2667,29.99,70,40,7.72,BQ,2024-08-08 22:55:20
460,kalmunai,7.4167,81.8167,26.19,84,100,1.94,LK,2024-08-08 22:57:24
461,saint-francois,46.4154,3.9054,16.47,89,0,0.0,FR,2024-08-08 22:57:25
462,fomboni,-12.28,43.7425,24.4,73,10,0.63,KM,2024-08-08 22:57:26
463,nuku'alofa,-21.1333,-175.2,24.19,60,20,5.14,TO,2024-08-08 22:57:28
464,mitu,1.1983,-70.1733,25.05,83,81,0.8,CO,2024-08-08 22:57:29
465,polyarnyy,69.1989,33.4478,12.36,61,18,5.06,RU,2024-08-08 22:57:30
466,tirat karmel,32.7617,34.9719,26.44,80,0,1.45,IL,2024-08-08 22:57:31
467,talitsa,56.8804,60.0213,7.3,96,0,1.27,RU,2024-08-08 22:57:33
468,manta,-0.95,-80.7333,25.88,73,75,6.17,EC,2024-08-08 22:57:35
469,chardara,41.2547,67.9692,25.76,31,0,1.24,KZ,2024-08-08 22:57:37
470,aykhal,66.0,111.5,9.18,91,100,4.5,RU,2024-08-08 22:57:38
471,ostersund,63.1792,14.6357,13.25,96,61,4.63,SE,2024-08-08 22:57:39
472,an nuhud,12.7,28.4333,25.27,75,79,5.44,SD,2024-08-08 22:57:40
473,soto la marina,23.7667,-98.2167,33.31,58,31,7.52,MX,2024-08-08 22:53:16
474,la grande,45.3246,-118.0877,31.83,19,97,5.46,US,2024-08-08 22:57:43
475,kibakwe,-6.7167,36.3667,15.6,62,9,1.76,TZ,2024-08-08 22:57:44
476,turrialba,9.9047,-83.6835,24.65,99,100,0.7,CR,2024-08-08 22:57:45
477,zaltan,32.947,11.8665,25.19,83,0,3.34,LY,2024-08-08 22:57:47
478,chiang klang,19.2938,100.8617,23.33,99,62,0.64,TH,2024-08-08 22:57:48
479,balzar,-1.3667,-79.9,25.93,75,96,1.07,EC,2024-08-08 22:57:52
480,watsa,3.0372,29.5355,17.54,98,78,0.4,CD,2024-08-08 22:57:53
481,bunkeflostrand,55.5333,12.95,15.95,72,89,3.93,SE,2024-08-08 22:57:55
482,beckum,51.75,8.0333,18.43,74,95,3.55,DE,2024-08-08 22:57:56
483,sarakhs,36.5449,61.1577,30.82,41,0,9.61,IR,2024-08-08 22:57:57
484,nagqu,31.5,92.0,3.92,92,100,1.52,CN,2024-08-08 22:57:58
485,queenstown,-31.8976,26.8753,11.66,18,0,5.48,ZA,2024-08-08 22:58:00
486,labrador city,52.9463,-66.9114,14.95,58,40,4.12,CA,2024-08-08 22:58:01
487,daru,-9.0763,143.2092,24.79,89,74,6.98,PG,2024-08-08 22:58:02
488,sao vicente,-23.9631,-46.3919,32.1,79,22,0.18,BR,2024-08-08 22:58:04
489,sheridan,44.8333,-106.9173,15.01,78,100,1.54,US,2024-08-08 22:58:05
490,markovo,57.3206,107.0881,15.99,84,9,1.08,RU,2024-08-08 22:58:06
491,gisborne,-38.6533,178.0042,10.91,81,100,1.55,NZ,2024-08-08 22:58:07
492,hauterive,46.0901,3.4459,18.42,73,22,0.4,FR,2024-08-08 22:58:09
493,galveston,29.3669,-94.9669,36.2,62,0,4.12,US,2024-08-08 22:58:10
494,nyagan,62.1406,65.3936,7.64,86,6,0.74,RU,2024-08-08 22:58:11
495,maitum,6.0392,124.4986,26.34,82,94,1.19,PH,2024-08-08 22:58:13
496,arkhangel'sk,64.5401,40.5433,10.06,100,20,1.0,RU,2024-08-08 22:58:14
497,nishinoomote,30.7333,131.0,29.28,80,19,4.7,JP,2024-08-08 22:58:15
498,nikolayevsk-on-amure,53.1406,140.73,14.08,89,100,0.84,RU,2024-08-08 22:58:16
499,patacamaya,-17.2333,-67.9167,8.68,50,0,4.72,BO,2024-08-08 22:58:18
500,kigoma,-4.8769,29.6267,24.4,52,9,0.84,TZ,2024-08-08 22:58:19
501,shingu,33.7333,135.9833,29.66,58,3,0.98,JP,2024-08-08 22:58:20
502,malango,-2.9627,119.9001,19.76,98,96,1.17,ID,2024-08-08 22:58:22
503,kievka,50.2619,71.5514,21.53,72,89,3.31,KZ,2024-08-08 22:58:23
504,demre,36.2537,29.9777,24.77,73,0,0.57,TR,2024-08-08 22:58:24
505,mosjoen,65.836,13.1908,15.29,100,20,2.68,NO,2024-08-08 22:58:26
506,banda aceh,5.5577,95.3222,26.31,82,100,2.58,ID,2024-08-08 22:58:28
507,chertkovo,49.3847,40.1547,17.62,68,34,3.17,RU,2024-08-08 22:58:29
508,yuzhno-kurilsk,44.0306,145.8556,20.48,96,100,1.96,RU,2024-08-08 22:58:31
509,sant lluis,39.8526,4.2594,25.22,83,0,3.09,ES,2024-08-08 22:58:32
510,rio do sul,-27.2142,-49.6431,17.99,98,100,0.36,BR,2024-08-08 22:58:33
511,atherton,53.5237,-2.4935,19.08,89,100,5.12,GB,2024-08-08 22:58:34
512,ronneby,56.21,15.276,13.28,94,41,1.03,SE,2024-08-08 22:58:36
513,anloga,5.7947,0.8973,23.81,87,44,5.7,GH,2024-08-08 22:58:37
514,lagos,6.5833,3.75,25.18,84,30,2.03,NG,2024-08-08 22:58:40
515,junin,-34.5838,-60.9433,6.37,78,100,7.11,AR,2024-08-08 22:58:41
516,al qusayr,34.5091,36.5798,23.95,68,0,2.04,SY,2024-08-08 22:58:42
517,urumqi,43.801,87.6005,24.53,31,0,5.0,CN,2024-08-08 22:58:44
518,chiredzi,-21.05,31.6667,16.4,66,0,1.55,ZW,2024-08-08 22:58:45
519,kingston,17.997,-76.7936,31.53,70,20,8.23,JM,2024-08-08 22:58:46
520,buala,-8.145,159.5921,25.03,93,100,4.4,SB,2024-08-08 22:58:47
521,forquilha,-3.7983,-40.2606,25.75,60,55,3.67,BR,2024-08-08 22:58:49
522,ca mau,9.1769,105.15,25.43,94,66,1.46,VN,2024-08-08 22:58:50
523,lucheng,31.2336,117.2806,28.26,80,65,2.89,CN,2024-08-08 22:58:51
524,kiunga,-6.1219,141.2906,23.19,95,99,1.56,PG,2024-08-08 22:58:53
525,tralee,52.2704,-9.7026,13.48,92,97,3.87,IE,2024-08-08 22:58:54
526,ghadamis,30.1337,9.5007,30.43,26,0,5.57,LY,2024-08-08 22:58:55
527,cooper's town,26.8667,-77.5167,29.29,79,78,5.01,BS,2024-08-08 22:58:56
528,santo antonio do sudoeste,-26.0736,-53.7253,9.88,93,99,2.54,BR,2024-08-08 22:58:58
529,cobram,-35.9167,145.65,10.62,63,100,1.92,AU,2024-08-08 22:58:59
530,toliara,-23.35,43.6667,19.96,87,0,1.54,MG,2024-08-08 22:59:00
531,sao jose da coroa grande,-8.8978,-35.1478,24.35,73,37,4.07,BR,2024-08-08 22:59:02
532,nchelenge,-9.3451,28.734,19.51,40,26,3.76,ZM,2024-08-08 22:59:03
533,monjas,14.5,-89.8667,23.56,89,99,0.84,GT,2024-08-08 22:59:04
534,greymouth,-42.4667,171.2,10.37,73,60,3.77,NZ,2024-08-08 22:59:06
535,benguela,-12.5763,13.4055,19.87,86,70,1.31,AO,2024-08-08 22:59:07
536,kangding,30.0513,101.9603,18.11,97,99,0.48,CN,2024-08-08 22:59:08
537,oudtshoorn,-33.5907,22.2014,15.2,61,5,5.36,ZA,2024-08-08 22:59:09
538,loch garman,52.3342,-6.4575,17.16,100,100,6.26,IE,2024-08-08 22:59:11
